,gender,age,gross_income,segment,num_credit_cards,tiprel_1mes,ind_actividad_cliente,num_Products,num_loans,duration
273,M,41 years,$ 107829.24,Individuals,0,I,0,1,0,2780
274,F,32 years,$ 96158.46,Individuals,0,A,1,4,0,1706
275,F,21 years,$ 186518.19,Individuals,0,A,1,1,0,3758
276,M,26 years,$ 65734.35,College_Graduated,0,I,0,1,0,737
277,M,27 years,$ 90386.7,College_Graduated,0,A,1,2,0,3748
278,M,39 years,$ 57235.86,Individuals,0,I,1,2,0,4192
279,M,24 years,$ 179838.57,College_Graduated,0,I,1,1,0,1033
280,F,28 years,$ 52770.66,College_Graduated,0,I,0,1,0,1868
281,F,75 years,$ 46830.15,Individuals,0,I,0,1,0,4267
282,F,56 years,$ 80716.44,Individuals,0,I,0,0,0,5305
283,F,34 years,$ 113288.94,Individuals,0,A,1,4,0,373
284,M,24 years,$ 133743.87,College_Graduated,0,I,0,1,0,1809
285,M,22 years,$ 54087.3,College_Graduated,0,I,0,1,0,1132
286,F,61 years,$ 144136.08,Individuals,0,A,1,2,0,990
287,F,53 years,$ 95403.36,VIP,0,A,1,4,0,5975
288,M,41 years,$ 106557.45,Individuals,0,A,1,5,0,2258
289,M,22 years,$ 40219.83,College_Graduated,0,I,0,0,0,1131
290,F,49 years,$ 90192.75,Individuals,0,I,0,1,0,5864
291,F,41 years,$ 88727.82,Individuals,0,I,0,1,0,4318
292,M,23 years,$ 130998.78,College_Graduated,0,I,0,0,0,3917
293,F,49 years,$ 100993.38,Individuals,0,A,1,1,0,7048
294,M,41 years,$ 410796.66,Individuals,0,A,1,1,0,2358
295,F,62 years,$ 134965.11,Individuals,0,I,1,1,0,2273
296,F,27 years,$ 52194.18,College_Graduated,0,A,1,2,0,677
297,F,32 years,$ 62965.56,College_Graduated,0,I,0,0,0,1774
298,F,29 years,$ 50349.21,College_Graduated,0,I,0,1,0,1455
299,F,44 years,$ 117237.24,Individuals,0,I,0,0,0,3652
300,F,22 years,$ 66398.85,College_Graduated,0,I,0,1,0,725
301,F,20 years,$ 65136.15,College_Graduated,0,A,1,1,0,426
302,F,40 years,$ 297720.33,Individuals,0,I,0,1,0,4813
303,M,52 years,$ 150548.22,Individuals,0,A,1,1,0,2893
304,F,58 years,$ 51990.12,Individuals,0,A,1,5,0,4338
305,F,43 years,$ 169802.88,Individuals,1,A,1,6,0,5591
306,F,52 years,$ 87856.02,Individuals,0,A,1,4,0,6472
307,M,55 years,$ 306887.07,Individuals,0,A,1,2,0,3432
308,M,42 years,$ 75266.31,Individuals,0,A,1,2,0,375
309,F,54 years,$ 151264.26,Individuals,1,A,1,3,0,4629
310,M,40 years,$ 273773.46,VIP,0,A,1,6,0,4510
311,M,24 years,$ 65092.8,College_Graduated,0,A,1,1,0,1445
312,F,83 years,$ 129645.75,Individuals,0,I,0,0,0,4895
313,F,46 years,$ 137555.49,Individuals,0,A,1,4,0,5471
314,M,25 years,$ 48582.9,College_Graduated,0,I,0,1,0,1508
315,F,75 years,$ 337589.19,Individuals,0,I,0,1,0,7776
316,F,47 years,$ 250209.81,Individuals,0,I,0,0,0,6005
317,M,23 years,$ 45945.78,College_Graduated,0,I,0,1,0,1466
318,F,44 years,$ 157428.3,Individuals,0,A,1,4,0,5186
319,M,42 years,$ 111772.41,Individuals,0,A,1,2,0,2885
320,M,24 years,$ 164288.97,College_Graduated,0,I,0,1,0,1098
321,M,25 years,$ 50289.42,College_Graduated,0,I,0,1,0,1872
322,M,21 years,$ 57667.8,College_Graduated,0,I,0,0,0,725
323,M,26 years,$ 33926.76,College_Graduated,0,I,0,1,0,1818
324,F,31 years,$ 108282.78,Individuals,1,A,1,1,0,606
325,M,40 years,$ 46407.48,Individuals,0,I,0,0,0,4329
326,M,51 years,$ 61425.69,Individuals,0,A,1,1,0,4113
327,F,58 years,$ 195030.78,Individuals,0,I,0,1,0,5438
328,M,42 years,$ 250030.74,Individuals,0,A,1,2,0,1545
329,M,32 years,$ 29398.26,Individuals,0,I,0,0,0,1433
330,F,23 years,$ 88983.48,College_Graduated,0,I,1,1,0,1521
331,F,26 years,$ 89912.73,College_Graduated,0,I,1,1,0,1867
332,F,26 years,$ 213594.78,College_Graduated,0,I,0,1,0,1151
333,M,63 years,$ 78409.83,Individuals,0,I,0,1,0,1817
334,F,71 years,$ 242253.39,Individuals,0,I,0,0,0,2232
335,F,64 years,$ 60338.88,Individuals,0,I,0,1,0,6338
336,F,30 years,$ 62790.75,College_Graduated,0,I,0,1,0,1759
337,F,20 years,$ 93281.4,College_Graduated,0,I,0,1,0,726
338,F,26 years,$ 90822.54,College_Graduated,0,I,0,1,0,425
339,M,41 years,$ 175419.48,Individuals,1,A,1,3,0,4920
340,M,26 years,$ 44655.24,College_Graduated,0,I,0,1,0,1146
341,F,49 years,$ 80436.75,Individuals,0,A,1,2,0,6509
342,M,80 years,$ 130654.2,Individuals,0,A,1,1,0,3750
343,M,38 years,$ 97091.97,Individuals,0,A,1,1,0,1454
344,M,21 years,$ 154748.37,College_Graduated,0,I,0,1,0,695
345,F,26 years,$ 234028.74,College_Graduated,0,A,1,1,0,3693
346,M,23 years,$ 94110.57,College_Graduated,0,I,0,1,0,1446
347,F,22 years,$ 118003.41,College_Graduated,0,I,1,1,0,1126
348,F,20 years,$ 66238.71,College_Graduated,0,I,0,0,0,414
349,F,24 years,$ 130822.74,Individuals,1,A,1,4,0,2613
350,F,32 years,$ 54369.69,Individuals,0,A,1,2,0,1711
351,M,22 years,$ 55925.82,College_Graduated,0,A,1,2,0,3911
352,M,21 years,$ 352702.95,College_Graduated,0,I,0,1,0,426
353,M,45 years,$ 57678.6,Individuals,0,A,1,2,0,7544
354,F,33 years,$ 122310.66,Individuals,1,A,1,5,0,796
355,F,39 years,$ 162514.44,Individuals,1,A,1,3,0,6908
356,M,48 years,$ 148658.67,Individuals,0,I,0,1,0,3987
357,F,74 years,$ 65049.33,Individuals,0,I,0,0,0,5326
358,M,46 years,$ 297163.5,Individuals,0,I,0,0,0,3029
359,M,22 years,$ 105784.59,College_Graduated,0,A,1,1,0,1132
360,M,23 years,$ 120411.06,College_Graduated,0,I,0,1,0,1053
361,M,34 years,$ 72310.68,Individuals,0,I,0,1,0,4576
362,M,55 years,$ 113781.66,Individuals,0,A,1,4,0,968
363,F,30 years,$ 82348.47,Individuals,0,I,0,1,0,1580
364,M,24 years,$ 60380.61,College_Graduated,0,A,1,1,0,1507
365,M,45 years,$ 403880.64,Individuals,0,A,1,2,0,3349
366,M,34 years,$ 81599.79,Individuals,0,I,0,1,0,1809
367,M,55 years,$ 255592.11,Individuals,0,I,0,0,0,3862
368,M,61 years,$ 164655.54,Individuals,0,I,0,1,0,2862
369,M,66 years,$ 315167.7,Individuals,0,I,0,0,0,5342
370,M,43 years,$ 213777.72,Individuals,0,I,0,1,0,4413
371,F,42 years,$ 78034.86,Individuals,1,A,1,5,0,4251
372,M,47 years,$ 88014.72,Individuals,1,A,1,5,0,4912
373,M,48 years,$ 83527.53,Individuals,0,A,1,2,0,6463
374,M,56 years,$ 224784.24,Individuals,0,A,1,1,0,6246
375,F,24 years,$ 54297.9,College_Graduated,0,I,0,1,0,1867
376,F,49 years,$ 204214.44,Individuals,1,A,1,3,0,1804
377,M,23 years,$ 41317.62,College_Graduated,0,I,0,1,0,670
378,F,21 years,$ 94836.78,College_Graduated,0,I,0,1,0,373
379,F,24 years,$ 45037.8,College_Graduated,0,I,0,1,0,1759
380,F,21 years,$ 34209.66,College_Graduated,0,I,0,1,0,783
381,M,57 years,$ 182074.11,Individuals,0,A,1,6,0,2109
382,F,22 years,$ 95791.02,College_Graduated,0,I,0,1,0,1076
383,M,54 years,$ 146730.27,Individuals,0,I,0,1,0,3985
384,M,41 years,$ 99201.9,Individuals,0,I,0,2,0,2764
385,F,70 years,$ 164104.05,VIP,0,A,1,6,0,7211
386,F,36 years,$ 353447.55,Individuals,0,A,1,1,0,2285
387,M,51 years,$ 324947.28,Individuals,0,A,1,2,0,4301
388,M,24 years,$ 58021.05,College_Graduated,0,I,0,1,0,1509
389,M,25 years,$ 86619.9,College_Graduated,0,I,0,1,0,734
390,M,23 years,$ 85280.28,College_Graduated,0,I,0,1,0,1453
391,F,21 years,$ 139237.68,College_Graduated,0,A,1,1,0,779
392,M,23 years,$ 99158.7,College_Graduated,0,I,0,1,0,1467
393,M,24 years,$ 170875.44,College_Graduated,0,I,0,1,0,1810
394,F,44 years,$ 145642.74,Individuals,0,A,1,2,0,4044
395,F,38 years,$ 142501.29,Individuals,0,A,0,1,0,4241
396,F,52 years,$ 85695.12,Individuals,0,I,0,0,0,7598
397,F,47 years,$ 67991.88,Individuals,0,I,0,0,0,669
398,M,23 years,$ 75281.31,College_Graduated,0,A,1,1,0,1075
399,F,28 years,$ 44582.04,College_Graduated,0,I,0,1,0,1462
400,F,58 years,$ 144736.77,VIP,0,A,1,4,0,5837
401,M,25 years,$ 367566.24,College_Graduated,0,I,0,0,0,1390
